0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,target
0.3780505958915281,0.350984782304617,0.25607172597506384,0.0063203132994318675,0.00857242590408382,0.0,0.0,0.0,0.0,0.46018680393721795,0.13732218197178822,0.08588491910842612,0.0,0.17513541250090994,0.019904601584512467,0.035153300018924014,0.022879833275195275,0.06353280528039507,0.16214422021403488,0.053802840265159156,0.0,0.02525776229091054,0.5100612932707024,0.061659321142679566,0.08498810404252083,0.036669964972409715,0.06541631306422327,0.3938942639699821,0.057092808770990246,0.0539554439649145,0.06706983289739465,0.08361411128059926,0.051025693339397486,0.0298366595724629,0.16201060627209612,0.10150043604871922,9
0.2648907211904087,0.04922787333981194,0.03170306161898615,0.015753289917645564,0.35119009987999344,0.04619791945085825,0.04279059183457311,0.08536032529614218,0.112886001431601,0.33417667664048095,0.01883431535083815,0.023872461416344838,0.0632266722796566,0.2009883438991508,0.02217042358653576,0.1358871060676723,0.08014375973276451,0.12070010554380146,0.1575643641580765,0.017361751373137994,0.02709022523906538,0.09971298331486327,0.4837739467888963,0.0589119506171265,0.024753917097786113,0.07097549107397609,0.05985520836383297,0.29186651105348455,0.13487854219720855,0.24696413544048923,0.0949572036427089,0.131429452900628,0.019252257502160943,0.0,0.026898834858840804,0.053752920439365096,4
0.26851492949984346,0.03774471533853413,0.07472155323875507,0.033193011710810995,0.3281626323899224,0.01648537657528274,0.09004920133265207,0.07264725448255464,0.07848120336379388,0.28341864783691273,0.019033206036950162,0.04639749889477696,0.017752618940947217,0.2558642381594427,0.02235701271558929,0.06688059506289638,0.1743488222928539,0.11394722910734757,0.20008382063690794,0.03289858008800374,0.05553991416639928,0.1366307908415807,0.383342107562568,0.05844267090575488,0.08463751169006566,0.025294281722891197,0.023130149176927278,0.29071133063081706,0.21900088979097734,0.22091670866240196,0.023172375801978787,0.1399020141748759,0.0,0.02388384277907047,0.02656850344662282,0.05584419327657927,9
0.44560337663412447,0.1980854267577988,0.03924902536543488,0.03471966867704157,0.130881073594435,0.021025813303643236,0.022088558790557596,0.04917478258979441,0.059172121890343155,0.3540793524971387,0.06634082996080996,0.023498710829008878,0.0261353913361071,0.1313054671348226,0.04299255714944619,0.07896418121820475,0.14822600086370238,0.12845735793686547,0.29605346574498115,0.07047909522360978,0.0,0.09550764625059163,0.259795928925443,0.03164948592121534,0.06927133896720916,0.07554371805576231,0.10169919179226418,0.28296417140297747,0.10147411124168812,0.04404488129458988,0.06037212258251399,0.22903627810662072,0.07013662873690207,0.044052064122483095,0.08031542804661712,0.08760418488726873,3
0.19486161824398684,0.08075215365870499,0.05410273351692166,0.021715248440114472,0.3343783354704131,0.014961325527543248,0.08260013151269004,0.10261856606261945,0.11400977060284694,0.24502201465797824,0.05912063337440048,0.02248072750613109,0.018196829426819737,0.23845873665808034,0.023570792088023654,0.15875325104459567,0.10139966050099782,0.13299721955605157,0.1988827898939377,0.0037148965712353195,0.028202539936147436,0.02099992847575408,0.5263884829230188,0.07945696866241192,0.05244980318337162,0.025982618126632582,0.06392179891476396,0.42968570725523475,0.17592716219471508,0.18010403949274384,0.06323673320492912,0.12785084121882173,0.0,0.008524622202689068,0.014670755676322885,0.0,8
0.46425468553971533,0.066832892077834,0.03521108154577767,0.029262690005258774,0.1402346428631726,0.06924959815232935,0.06936059453993772,0.0630163048032047,0.06257730543771627,0.7930876559514607,0.07513602188587815,0.0,0.0,0.0,0.0,0.0,0.03756801094293907,0.09420804062972443,0.3995294140133653,0.14652064650121843,0.11669425504943115,0.0,0.047330197565739585,0.0,0.035814300659949234,0.0,0.2541109464322149,0.4815488358955787,0.025891958691928476,0.0,0.0,0.16537808290206374,0.060028677088889884,0.07802915899966052,0.029210606537016157,0.1599124694904936,1
0.25942101998054984,0.027379052090882098,0.06916766643503056,0.21119619718817545,0.33305802474472407,0.04082530893378864,0.0,0.033003093653827274,0.025949439268144123,0.28212228225330677,0.11275679307501779,0.08963871166495313,0.049618043446318316,0.12878373615112151,0.020192777550825408,0.0991493106358017,0.10320214503949798,0.1145360601746941,0.24803808406642278,0.01844243904244096,0.022900308981534754,0.01844243904244096,0.32340440137197596,0.08579859826922082,0.11305291819145141,0.07735964922257633,0.092561037348383,0.31499103512018295,0.10179359370390835,0.05762304175370395,0.0721151308118306,0.23443102835934276,0.04942269164914976,0.06263930829437761,0.06520273071345897,0.041781317316429506,9
0.48080976801638065,0.10388220053240646,0.0360500229870912,0.02617834639629431,0.11397206243018684,0.026263805321557438,0.10332555705354163,0.03565907077982258,0.07385895135160091,0.872752178939273,0.03787675219219357,0.0,0.0,0.0,0.0,0.0,0.0,0.08937079605477428,0.5989538956470105,0.08954942013989434,0.07498831146259094,0.08267530924067,0.03397287228735976,0.0,0.0,0.02479525499350586,0.09506469845954228,0.5518691439603624,0.0,0.0,0.0,0.03966132734819079,0.08667674502165776,0.10758306223904762,0.06689687404475753,0.14731260979047506,0
0.3150669758493622,0.19747545605034936,0.20203737277942932,0.02052950084346981,0.13433383345619368,0.03544332743596393,0.0,0.039393353906948134,0.055720072298875434,0.3351695050252762,0.06590266474822558,0.057972416396624385,0.0459565862601431,0.12579002932199862,0.023097449583751387,0.12114200003060337,0.12123883957054142,0.10373033301634241,0.24479755774402812,0.04329837741800285,0.0715031086024916,0.011994155066728305,0.11462904382466216,0.04854844868089071,0.12328815980774992,0.21963959020010415,0.12230137001263805,0.5357808833982782,0.17651263845991674,0.07916102899556578,0.04308510913756307,0.13231094105594154,0.01515732929120227,0.017380883233722173,0.000611079300885171,0.0,1
0.2181081916346472,0.15749337022871268,0.07238705554449919,0.0,0.41891154743419595,0.022576162450105446,0.04741143565419591,0.028391456432124172,0.034720617189764234,0.34552667216985217,0.15544604397008294,0.2373081033978847,0.014078269863794103,0.15926704203752948,0.0,0.026641842542585514,0.00894366049093915,0.0527882148797934,0.3912107590067886,0.16191202645074815,0.1403875666020848,0.036536603684561235,0.000850600624647102,0.0,0.0,0.06595822967611199,0.20314402871314616,0.40713548691121504,0.2288825769197762,0.18574697801480633,0.022584924650661004,0.09754931836725972,0.0,0.0,0.0,0.05810047703332803,1
0.2570182330313948,0.09601640048640124,0.018246849400595427,0.030409250024292057,0.32923730362640874,0.07084937937166395,0.017122832228686245,0.06210263986797145,0.11899699949828595,0.43027854225003004,0.058694370654565335,0.016713163384223514,0.05890406654276986,0.16817263045296008,0.07726174862686014,0.062026017854337645,0.055871750827995816,0.07207758166810106,0.18083087731593137,0.02415037335776874,0.029775304153302446,0.024403486360691843,0.5508482027651911,0.02227611051988622,0.027718008108376335,0.08118640835662268,0.05881106142451493,0.4531817213144685,0.21233606423697746,0.17223637146980442,0.010100921700047269,0.125756778817092,0.013688912009536829,0.012699076797214137,0.0,0.0,1
0.20506668930851368,0.15076205953095764,0.08666589323693347,0.05102222543874133,0.4280633593674772,0.043538264037888824,0.0,0.0178067273116582,0.01707467349438445,0.31760821740531914,0.052323128035813765,0.09220240863156233,0.0637455395186085,0.24836291167307772,0.07743317360916625,0.037878242897806676,0.05764699548580992,0.05279926974346547,0.26341073590946357,0.08268111171060155,0.04298716255707432,0.008353058837430028,0.3568837560575884,0.08488917471954063,0.022094354512721456,0.08365913651519982,0.055041374589770764,0.11518045898927717,0.03508092587185975,0.022217722962302084,0.08447164660515209,0.6026541845581781,0.07543234380614135,0.019486230905982473,0.02532718482820147,0.02014914683391362,2
0.17354453788040053,0.06660639562015518,0.08841232790223914,0.1005272588061314,0.3853563690194547,0.09170994360838695,0.0,0.026608149504609675,0.06723485169069537,0.28540080418135,0.19798831278478102,0.17619765132275092,0.046061975885790786,0.19503088970770655,0.019544145299437238,0.0,0.0450094134032287,0.03476667682874904,0.6127415926070061,0.26480892227193237,0.08991491437400258,0.0,0.00037502582930990533,0.0,0.0,0.0,0.032159299900876216,0.6168635074243214,0.2843959874095952,0.08377597815554245,0.014964264049387398,0.0,0.0,0.0,0.0,0.0,7
0.21523478006833727,0.08088370060859645,0.12314025465033561,0.134258675919157,0.39358506846583585,0.021873325639812483,0.0,0.01674419751792904,0.01427988753590627,0.23601507857320597,0.035895199076968635,0.026688753287747263,0.05173821106106229,0.3238539769312333,0.12829876904823978,0.07119318558627184,0.03208280598023007,0.09423391071173037,0.35328951445309564,0.06073743158243543,0.08316501612732083,0.016166702479394512,0.30195355306651944,0.03248792342926003,0.0,0.07958762091923469,0.07261211600301545,0.15062677571497907,0.04587611212475281,0.0,0.061671558636714786,0.6283447803923031,0.019755861940474614,0.025155824240272556,0.04917507855798053,0.01939386255998634,2
0.455984408435644,0.15552970743671063,0.08565782100001522,0.04633933565084662,0.002445986481245322,0.0,0.13231933700885332,0.03986169821213576,0.08186146606788215,0.9234907293972374,0.03791486178902076,0.0,0.0,0.0,0.0,0.0,0.03859413643083497,0.0,0.6185226292671225,0.03275706443074316,0.06668149322789772,0.07750960158611574,0.09690025662529847,0.0,0.0,0.046398108961943574,0.061230624410836126,0.617365210654146,0.0,0.0026618936611134403,0.0,0.06609323009602465,0.1252758254292003,0.08202985845509714,0.0644362121015934,0.04213754080857407,9
0.4276005358786545,0.15343152093490403,0.06510008204856645,0.009954651050625733,0.077489214132407,0.048067087014625275,0.07311964780789591,0.10355921651390819,0.041677825778834006,0.7905103104136678,0.07519954743506695,0.0,0.0,0.0,0.0,0.0,0.06049241979445732,0.07379745277784172,0.5724655554352354,0.17253990173927203,0.1111135270860189,0.04475060913105693,0.049304495515717146,0.0,0.0174412579931608,0.0,0.032384418956624014,0.4763506062187969,0.03040553808871098,0.01616353562349694,0.0,0.11513784158729143,0.05760547634237103,0.04544795755850464,0.15355998926565803,0.10532883832524044,7
0.3822243615437471,0.16926040789608635,0.10664549408892626,0.03494253570753437,0.05827413303794838,0.02688010647955738,0.07519737031605035,0.1028354048770663,0.04373996683646288,0.865118255572218,0.037895366040960825,0.0,0.0,0.0,0.0,0.0,0.038044379863341346,0.05894172592697279,0.6592453053225544,0.01932273692339042,0.067188528690451,0.10155315596036134,0.06277991311876496,0.0,0.0,0.02831212251917531,0.06159800312461286,0.5131706281529328,0.0,0.0,0.0,0.025442564925686872,0.06048162598475524,0.17985026139888094,0.06949217249801762,0.1515625120085182,0
0.4515626816651387,0.07796257653221424,0.251963586169665,0.018237634167146966,0.15273189491698594,0.01665403125040992,0.0,0.0075504307049977576,0.023337047223597564,0.4771370477785653,0.02718159501440348,0.0,0.05720841512772845,0.14479543858051827,0.03280928945393105,0.06010907616953663,0.07642748833403935,0.12433146055062715,0.347724999106091,0.012484372758055985,0.029999633402104174,0.012728493244686966,0.08515408125376579,0.10066391473701414,0.13421530939214105,0.09870142732000454,0.1783275618195319,0.45104922969617045,0.14564780114307363,0.15330101548721,0.05396519177582799,0.133675651791396,0.012898268185418968,0.0,0.016032184416199448,0.03343054232841674,1
